"start";"end";"start-geopoint";"_start-geopoint_latitude";"_start-geopoint_longitude";"_start-geopoint_altitude";"_start-geopoint_precision";"today";"username";"deviceid";"phonenumber";"audit";"audit_URL";"Record your current location";"_Record your current location_latitude";"_Record your current location_longitude";"_Record your current location_altitude";"_Record your current location_precision";"type";"type/bench";"type/building_scaffodlings";"type/small_infrastructure";"type/floor";"type/staircase";"type/portable_seating";"type/abandoned_furniture";"Point and shoot! Use the camera to take a photo";"Point and shoot! Use the camera to take a photo_URL";"race";"race/white";"race/black";"race/hispanic";"race/asian";"noticable";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"meta/rootUuid";"_index"
"2026-07-22T14:35:14.245-04:00";"2026-07-22T14:36:07.637-04:00";"40.719645 -74.002389 6.198825939558446 11.825947926832667";"40.719645";"-74.002389";"6.198825939558446";"11.825947926832667";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.719365 -74.001972 5.1433935209384245 18.61092186668397";"40.719365";"-74.001972";"5.1433935209384245";"18.61092186668397";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"black";"0";"1";"0";"0";"";"818884668";"41c28841-1fb0-4d17-95e9-e1afa1bf1d5c";"2026-07-22T18:36:07";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:41c28841-1fb0-4d17-95e9-e1afa1bf1d5c";"11"
"2026-07-22T14:36:52.851-04:00";"2026-07-22T14:37:21.298-04:00";"40.719182 -74.00166 6.542648250581401 20.32817657346695";"40.719182";"-74.00166";"6.542648250581401";"20.32817657346695";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.719205 -74.001667 5.661410861626784 15.08574432146689";"40.719205";"-74.001667";"5.661410861626784";"15.08574432146689";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"black";"0";"1";"0";"0";"";"818886589";"54f1dbc3-3818-4311-ad33-0cd474f92430";"2026-07-22T18:37:21";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:54f1dbc3-3818-4311-ad33-0cd474f92430";"12"
"2026-07-22T14:37:21.316-04:00";"2026-07-22T14:42:37.183-04:00";"40.719188 -74.00164 5.651264441420501 16.677903753950233";"40.719188";"-74.00164";"5.651264441420501";"16.677903753950233";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718795 -74.001073 9.476468242988783 28.994528074671855";"40.718795";"-74.001073";"9.476468242988783";"28.994528074671855";"floor";"0";"0";"0";"1";"0";"0";"0";"";"";"white";"1";"0";"0";"0";"";"818894182";"e364437b-80fd-4130-b7f4-1998e2d9fffc";"2026-07-22T18:42:37";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:e364437b-80fd-4130-b7f4-1998e2d9fffc";"13"
"2026-07-22T14:42:37.241-04:00";"2026-07-22T14:43:39.185-04:00";"40.71875 -74.001016 13.782214133813973 22.27973280632599";"40.71875";"-74.001016";"13.782214133813973";"22.27973280632599";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718517 -74.00072 6.0741569618239915 14.84256021486112";"40.718517";"-74.00072";"6.0741569618239915";"14.84256021486112";"floor";"0";"0";"0";"1";"0";"0";"0";"";"";"black";"0";"1";"0";"0";"";"818895737";"1437fa18-1819-49dd-bebf-5fb7da036cff";"2026-07-22T18:43:39";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:1437fa18-1819-49dd-bebf-5fb7da036cff";"14"
"2026-07-22T14:43:39.264-04:00";"2026-07-22T14:43:59.581-04:00";"40.71853 -74.000769 10.094090218214617 16.779851894752355";"40.71853";"-74.000769";"10.094090218214617";"16.779851894752355";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718655 -74.000915 6.64399406208233 37.795014";"40.718655";"-74.000915";"6.64399406208233";"37.795014";"small_infrastructure";"0";"0";"1";"0";"0";"0";"0";"";"";"black";"0";"1";"0";"0";"";"818896183";"d98b9a71-42be-4b92-8e71-d174a4745796";"2026-07-22T18:43:59";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:d98b9a71-42be-4b92-8e71-d174a4745796";"15"
"2026-07-22T14:43:59.598-04:00";"2026-07-22T14:44:10.300-04:00";"40.718382 -74.000815 6.222980499267578 26.91997346354543";"40.718382";"-74.000815";"6.222980499267578";"26.91997346354543";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718341 -74.00073 7.753078458565883 26.795014";"40.718341";"-74.00073";"7.753078458565883";"26.795014";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"black";"0";"1";"0";"0";"";"818896422";"ed1d70b2-a2d3-470b-a597-472e31dddda7";"2026-07-22T18:44:10";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:ed1d70b2-a2d3-470b-a597-472e31dddda7";"16"
"2026-07-22T14:44:10.317-04:00";"2026-07-22T14:44:34.082-04:00";"40.718376 -74.000693 6.103893585344139 17.09411295427956";"40.718376";"-74.000693";"6.103893585344139";"17.09411295427956";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718396 -74.000659 6.089067640558508 24.90012746696156";"40.718396";"-74.000659";"6.089067640558508";"24.90012746696156";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"black";"0";"1";"0";"0";"";"818896986";"c2036070-5276-4be7-b930-9fa65f023eec";"2026-07-22T18:44:34";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:c2036070-5276-4be7-b930-9fa65f023eec";"17"
"2026-07-22T14:44:34.105-04:00";"2026-07-22T14:44:46.073-04:00";"40.718272 -74.000599 6.467371123892377 20.286715598945285";"40.718272";"-74.000599";"6.467371123892377";"20.286715598945285";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718248 -74.000495 6.222949981689453 19.293667585251107";"40.718248";"-74.000495";"6.222949981689453";"19.293667585251107";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"hispanic";"0";"0";"1";"0";"";"818897298";"7611306a-5888-4eb1-aec2-04141e1b5cb7";"2026-07-22T18:44:46";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:7611306a-5888-4eb1-aec2-04141e1b5cb7";"18"
"2026-07-22T14:44:46.093-04:00";"2026-07-22T14:45:32.767-04:00";"40.718221 -74.000423 6.225886514974938 18.295489183403998";"40.718221";"-74.000423";"6.225886514974938";"18.295489183403998";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.718277 -74.00037 29.080863434161373 24.795014";"40.718277";"-74.00037";"29.080863434161373";"24.795014";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"black";"0";"1";"0";"0";"";"818898326";"23425e7c-8d8d-4f94-9e0a-b342ea7554a2";"2026-07-22T18:45:32";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:23425e7c-8d8d-4f94-9e0a-b342ea7554a2";"19"
"2026-07-22T14:45:32.795-04:00";"2026-07-22T14:46:36.572-04:00";"40.718169 -74.000214 8.122915649414061 26.322056554578452";"40.718169";"-74.000214";"8.122915649414061";"26.322056554578452";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717802 -73.99968 7.956197329336618 14.339981109927276";"40.717802";"-73.99968";"7.956197329336618";"14.339981109927276";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818899801";"97926e1a-25e8-4861-8c4d-a6d2d87a5ab8";"2026-07-22T18:46:36";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:97926e1a-25e8-4861-8c4d-a6d2d87a5ab8";"20"
"2026-07-22T14:46:36.596-04:00";"2026-07-22T14:47:40.404-04:00";"40.717797 -73.999651 8.358839416503905 15.21925398549847";"40.717797";"-73.999651";"8.358839416503905";"15.21925398549847";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717271 -73.99911 7.858671569824217 23.176917796859485";"40.717271";"-73.99911";"7.858671569824217";"23.176917796859485";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818901400";"8a9dc409-878f-497a-ae8a-ed6c94d2a1da";"2026-07-22T18:47:40";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:8a9dc409-878f-497a-ae8a-ed6c94d2a1da";"21"
"2026-07-22T14:47:40.435-04:00";"2026-07-22T14:47:50.148-04:00";"40.717325 -73.999157 7.858694458007811 29.39534046277471";"40.717325";"-73.999157";"7.858694458007811";"29.39534046277471";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717253 -73.998909 17.330974122105125 22.137224782515904";"40.717253";"-73.998909";"17.330974122105125";"22.137224782515904";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818901707";"4a95bcfe-c87f-4305-9d5e-aba92b3b4176";"2026-07-22T18:47:50";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:4a95bcfe-c87f-4305-9d5e-aba92b3b4176";"22"
"2026-07-22T14:47:50.169-04:00";"2026-07-22T14:47:59.700-04:00";"40.717258 -73.998923 17.330974122105125 22.85670993420503";"40.717258";"-73.998923";"17.330974122105125";"22.85670993420503";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717241 -73.99886 9.241431583623815 20.918090914426184";"40.717241";"-73.99886";"9.241431583623815";"20.918090914426184";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818902005";"a0cdf07c-b15d-44cb-a90a-c9bb5e7b4e5c";"2026-07-22T18:47:59";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:a0cdf07c-b15d-44cb-a90a-c9bb5e7b4e5c";"23"
"2026-07-22T14:47:59.724-04:00";"2026-07-22T14:49:12.537-04:00";"40.717288 -73.998912 24.30563434762613 17.470003875694033";"40.717288";"-73.998912";"24.30563434762613";"17.470003875694033";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717092 -73.99848 12.107214412197912 26.236514675692213";"40.717092";"-73.99848";"12.107214412197912";"26.236514675692213";"small_infrastructure";"0";"0";"1";"0";"0";"0";"0";"";"";"asian";"0";"0";"0";"1";"";"818903988";"fab6d658-dc78-4080-b944-147aac0ea582";"2026-07-22T18:49:12";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:fab6d658-dc78-4080-b944-147aac0ea582";"24"
"2026-07-22T14:49:12.560-04:00";"2026-07-22T14:49:27.285-04:00";"40.717071 -73.998439 11.756957186075674 20.529695488188466";"40.717071";"-73.998439";"11.756957186075674";"20.529695488188466";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.717026 -73.998336 15.365369747131147 18.719116631126393";"40.717026";"-73.998336";"15.365369747131147";"18.719116631126393";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818904296";"d9777691-2186-4f47-8e95-a48d79ea12b3";"2026-07-22T18:49:27";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:d9777691-2186-4f47-8e95-a48d79ea12b3";"25"
"2026-07-22T14:49:27.306-04:00";"2026-07-22T14:50:32.537-04:00";"40.717002 -73.998237 12.107160981299572 18.804504811374667";"40.717002";"-73.998237";"12.107160981299572";"18.804504811374667";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.71671 -73.997606 15.632436091031792 25.883485548366078";"40.71671";"-73.997606";"15.632436091031792";"25.883485548366078";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818905618";"7805a118-278a-41fc-ae0b-875b702bb701";"2026-07-22T18:50:32";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:7805a118-278a-41fc-ae0b-875b702bb701";"26"
"2026-07-22T14:50:32.586-04:00";"2026-07-22T14:50:52.981-04:00";"40.716676 -73.997488 28.185840606689453 17.482402969297254";"40.716676";"-73.997488";"28.185840606689453";"17.482402969297254";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.716658 -73.997345 29.21284883096814 22.369484068738487";"40.716658";"-73.997345";"29.21284883096814";"22.369484068738487";"small_infrastructure";"0";"0";"1";"0";"0";"0";"0";"";"";"asian";"0";"0";"0";"1";"";"818905974";"df2f3ae9-a708-4374-9ca4-0463b441471d";"2026-07-22T18:50:53";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:df2f3ae9-a708-4374-9ca4-0463b441471d";"27"
"2026-07-22T14:50:53.000-04:00";"2026-07-22T14:51:18.338-04:00";"40.716631 -73.997289 20.604891138277914 13.679370137546638";"40.716631";"-73.997289";"20.604891138277914";"13.679370137546638";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.716254 -73.997044 31.767261505126953 23.839148455849028";"40.716254";"-73.997044";"31.767261505126953";"23.839148455849028";"staircase";"0";"0";"0";"0";"1";"0";"0";"";"";"asian";"0";"0";"0";"1";"";"818906479";"6eaa6de8-651b-406b-a00b-62fc08eed77a";"2026-07-22T18:51:18";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:6eaa6de8-651b-406b-a00b-62fc08eed77a";"28"
"2026-07-22T14:51:18.378-04:00";"2026-07-22T14:52:46.306-04:00";"40.716212 -73.997099 32.08223342895508 23.16031216021825";"40.716212";"-73.997099";"32.08223342895508";"23.16031216021825";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.715574 -73.997603 10.666295819913113 23.516308807330205";"40.715574";"-73.997603";"10.666295819913113";"23.516308807330205";"bench";"1";"0";"0";"0";"0";"0";"0";"";"";"asian";"0";"0";"0";"1";"";"818908488";"5b1d33f7-9d0c-40c5-90a2-0f3a8202b109";"2026-07-22T18:52:46";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:5b1d33f7-9d0c-40c5-90a2-0f3a8202b109";"29"
"2026-07-22T14:52:46.331-04:00";"2026-07-22T14:53:30.208-04:00";"40.715548 -73.997648 10.66639500204202 25.67864811479594";"40.715548";"-73.997648";"10.66639500204202";"25.67864811479594";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.715539 -73.998089 21.173479397185723 15.395014000000002";"40.715539";"-73.998089";"21.173479397185723";"15.395014000000002";"staircase";"0";"0";"0";"0";"1";"0";"0";"";"";"white";"1";"0";"0";"0";"";"818909451";"36ca6d01-77b3-4edf-aa1e-36ef3a995401";"2026-07-22T18:53:30";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:36ca6d01-77b3-4edf-aa1e-36ef3a995401";"30"
"2026-07-22T14:53:30.251-04:00";"2026-07-22T14:53:58.265-04:00";"40.715587 -73.998168 9.758141326904298 16.959644327153768";"40.715587";"-73.998168";"9.758141326904298";"16.959644327153768";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.715565 -73.998241 9.758141326904298 23.917460189464975";"40.715565";"-73.998241";"9.758141326904298";"23.917460189464975";"floor";"0";"0";"0";"1";"0";"0";"0";"";"";"hispanic";"0";"0";"1";"0";"";"818909992";"60068e30-dc3f-487a-a552-18bd6b689aa5";"2026-07-22T18:53:58";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:60068e30-dc3f-487a-a552-18bd6b689aa5";"31"
"2026-07-22T14:53:58.280-04:00";"2026-07-22T14:55:00.395-04:00";"40.715535 -73.998472 10.655900445546635 17.234424228721227";"40.715535";"-73.998472";"10.655900445546635";"17.234424228721227";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.715832 -73.999091 9.130923768857265 18.493376640254734";"40.715832";"-73.999091";"9.130923768857265";"18.493376640254734";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818911325";"72d3dcc4-eee9-4f1b-be14-15f1f4f0aba5";"2026-07-22T18:55:00";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:72d3dcc4-eee9-4f1b-be14-15f1f4f0aba5";"32"
"2026-07-22T14:55:00.418-04:00";"2026-07-22T14:55:19.085-04:00";"40.715951 -73.999275 9.376259034872056 20.803564589149673";"40.715951";"-73.999275";"9.376259034872056";"20.803564589149673";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.715989 -73.999206 9.37625522017479 34.205627377540004";"40.715989";"-73.999206";"9.37625522017479";"34.205627377540004";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818911715";"7edccc5d-e5a0-41aa-9600-b28df78a0177";"2026-07-22T18:55:19";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:7edccc5d-e5a0-41aa-9600-b28df78a0177";"33"
"2026-07-22T14:55:19.103-04:00";"2026-07-22T14:56:33.416-04:00";"40.715984 -73.999469 12.084439951181412 18.75010362352712";"40.715984";"-73.999469";"12.084439951181412";"18.75010362352712";"2026-07-21";"username not found";"ee.kobotoolbox.org:sxoQrae1qiyyCg1v";"phonenumber not found";"";"";"40.716563 -73.998926 10.581821748973987 16.48331232272933";"40.716563";"-73.998926";"10.581821748973987";"16.48331232272933";"portable_seating";"0";"0";"0";"0";"0";"1";"0";"";"";"asian";"0";"0";"0";"1";"";"818913140";"d8bccaae-97d8-490b-8095-01aef068e622";"2026-07-22T18:56:33";"";"";"submitted_via_web";"";"vrTAXeLsr3wq8FX5jLCW8s";"";"uuid:d8bccaae-97d8-490b-8095-01aef068e622";"34"
